ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesTerritoryKey,SalesOrderNumber,OrderQuantity,SalesAmount
360,20120106,20120118,20120113,26252,4,SO46748,1,2049.0982
354,20120106,20120118,20120113,12350,9,SO46749,1,2071.4196
377,20120107,20120119,20120114,16054,10,SO46750,1,2181.5625
377,20120107,20120119,20120114,12934,4,SO46751,1,2181.5625
343,20120107,20120119,20120114,19931,8,SO46752,1,782.99
379,20120107,20120119,20120114,21215,9,SO46753,1,2181.5625
321,20120107,20120119,20120114,25958,9,SO46754,1,782.99
343,20120107,20120119,20120114,26023,9,SO46755,1,782.99
383,20120107,20120119,20120114,13993,4,SO46756,1,1000.4375
354,20120108,20120120,20120115,26174,1,SO46757,1,2071.4196
387,20120108,20120120,20120115,18130,8,SO46758,1,1000.4375
373,20120108,20120120,20120115,16033,10,SO46759,1,2181.5625
387,20120108,20120120,20120115,13986,4,SO46760,1,1000.4375
325,20120108,20120120,20120115,19924,8,SO46761,1,782.99
368,20120108,20120120,20120115,13063,1,SO46762,1,2443.35
375,20120108,20120120,20120115,13202,4,SO46763,1,2181.5625
360,20120108,20120120,20120115,26238,4,SO46764,1,2049.0982
333,20120108,20120120,20120115,15191,4,SO46765,1,782.99
369,20120108,20120120,20120115,21216,9,SO46766,1,2443.35
362,20120108,20120120,20120115,12573,9,SO46767,1,2049.0982
339,20120108,20120120,20120115,26020,9,SO46768,1,782.99
377,20120109,20120121,20120116,15702,10,SO46769,1,2181.5625
370,20120109,20120121,20120116,15357,8,SO46770,1,2443.35
377,20120109,20120121,20120116,13068,4,SO46771,1,2181.5625
375,20120109,20120121,20120116,13161,1,SO46772,1,2181.5625
371,20120109,20120121,20120116,13173,1,SO46773,1,2181.5625
375,20120109,20120121,20120116,13225,4,SO46774,1,2181.5625
352,20120109,20120121,20120116,26249,1,SO46775,1,2071.4196
360,20120109,20120121,20120116,12356,9,SO46776,1,2049.0982
356,20120110,20120122,20120117,11568,10,SO46777,1,2071.4196
352,20120110,20120122,20120117,11610,10,SO46778,1,2071.4196
377,20120110,20120122,20120117,15929,10,SO46779,1,2181.5625
379,20120110,20120122,20120117,12942,4,SO46780,1,2181.5625
379,20120110,20120122,20120117,12949,1,SO46781,1,2181.5625
371,20120110,20120122,20120117,12975,4,SO46782,1,2181.5625
337,20120110,20120122,20120117,19069,7,SO46783,1,782.99
375,20120110,20120122,20120117,13178,1,SO46784,1,2181.5625
373,20120110,20120122,20120117,13190,4,SO46785,1,2181.5625
354,20120110,20120122,20120117,26201,4,SO46786,1,2071.4196
333,20120110,20120122,20120117,15195,4,SO46787,1,782.99
358,20120110,20120122,20120117,12342,9,SO46788,1,2049.0982
358,20120111,20120123,20120118,28506,7,SO46789,1,2049.0982
379,20120111,20120123,20120118,12930,1,SO46790,1,2181.5625
369,20120111,20120123,20120118,13016,1,SO46791,1,2443.35
373,20120111,20120123,20120118,13083,1,SO46792,1,2181.5625
375,20120111,20120123,20120118,13214,1,SO46793,1,2181.5625
373,20120111,20120123,20120118,24977,6,SO46794,1,2181.5625
362,20120111,20120123,20120118,26234,4,SO46795,1,2049.0982
360,20120111,20120123,20120118,26247,4,SO46796,1,2049.0982
371,20120111,20120123,20120118,21197,9,SO46797,1,2181.5625
368,20120111,20120123,20120118,21201,9,SO46798,1,2443.35
371,20120112,20120124,20120119,13662,7,SO46799,1,2181.5625
370,20120112,20120124,20120119,13019,4,SO46800,1,2443.35
368,20120112,20120124,20120119,25094,6,SO46801,1,2443.35
337,20120112,20120124,20120119,15188,1,SO46802,1,782.99
379,20120113,20120125,20120120,13595,7,SO46803,1,2181.5625
323,20120113,20120125,20120120,19052,7,SO46804,1,782.99
373,20120113,20120125,20120120,13055,1,SO46805,1,2181.5625
370,20120113,20120125,20120120,21195,9,SO46806,1,2443.35
354,20120113,20120125,20120120,12339,9,SO46807,1,2071.4196
360,20120113,20120125,20120120,12347,9,SO46808,1,2049.0982
371,20120114,20120126,20120121,13766,7,SO46809,1,2181.5625
370,20120114,20120126,20120121,15622,8,SO46810,1,2443.35
369,20120114,20120126,20120121,12941,1,SO46811,1,2443.35
371,20120114,20120126,20120121,13069,1,SO46812,1,2181.5625
379,20120114,20120126,20120121,13152,4,SO46813,1,2181.5625
371,20120114,20120126,20120121,13165,4,SO46814,1,2181.5625
375,20120114,20120126,20120121,25093,6,SO46815,1,2181.5625
370,20120114,20120126,20120121,13230,1,SO46816,1,2443.35
356,20120114,20120126,20120121,26121,4,SO46817,1,2071.4196
369,20120114,20120126,20120121,21211,9,SO46818,1,2443.35
368,20120114,20120126,20120121,21001,9,SO46819,1,2443.35
352,20120115,20120127,20120122,28510,7,SO46820,1,2071.4196
377,20120115,20120127,20120122,24824,6,SO46821,1,2181.5625
325,20120115,20120127,20120122,15155,4,SO46822,1,782.99
323,20120115,20120127,20120122,15193,4,SO46823,1,782.99
385,20120115,20120127,20120122,24608,9,SO46824,1,1000.4375
354,20120115,20120127,20120122,12574,9,SO46825,1,2071.4196
360,20120115,20120127,20120122,12575,9,SO46826,1,2049.0982
373,20120116,20120128,20120123,13799,7,SO46827,1,2181.5625
385,20120116,20120128,20120123,13990,1,SO46828,1,1000.4375
369,20120116,20120128,20120123,24786,6,SO46829,1,2443.35
337,20120116,20120128,20120123,19910,8,SO46830,1,782.99
369,20120116,20120128,20120123,13066,1,SO46831,1,2443.35
352,20120116,20120128,20120123,20188,6,SO46832,1,2071.4196
354,20120116,20120128,20120123,12360,9,SO46833,1,2071.4196
379,20120116,20120128,20120123,12923,4,SO46834,1,2181.5625
371,20120117,20120129,20120124,13768,7,SO46835,1,2181.5625
377,20120117,20120129,20120124,13769,7,SO46836,1,2181.5625
381,20120117,20120129,20120124,14003,1,SO46837,1,1000.4375
375,20120117,20120129,20120124,12922,4,SO46838,1,2181.5625
375,20120117,20120129,20120124,24817,6,SO46839,1,2181.5625
369,20120117,20120129,20120124,13058,4,SO46840,1,2443.35
371,20120117,20120129,20120124,13174,1,SO46841,1,2181.5625
321,20120117,20120129,20120124,15166,4,SO46842,1,782.99
375,20120117,20120129,20120124,21168,9,SO46843,1,2181.5625
358,20120117,20120129,20120124,12343,9,SO46844,1,2049.0982
358,20120118,20120130,20120125,11603,10,SO46845,1,2049.0982
373,20120118,20120130,20120125,13575,7,SO46846,1,2181.5625
371,20120118,20120130,20120125,13793,7,SO46847,1,2181.5625
371,20120118,20120130,20120125,16201,10,SO46848,1,2181.5625
370,20120118,20120130,20120125,24960,6,SO46849,1,2443.35
370,20120118,20120130,20120125,13221,4,SO46850,1,2443.35
360,20120118,20120130,20120125,20209,6,SO46851,1,2049.0982
333,20120118,20120130,20120125,15194,4,SO46852,1,782.99
368,20120118,20120130,20120125,21192,9,SO46853,1,2443.35
375,20120118,20120130,20120125,20997,9,SO46854,1,2181.5625
379,20120119,20120131,20120126,15117,8,SO46855,1,2181.5625
370,20120119,20120131,20120126,12935,4,SO46856,1,2443.35
371,20120119,20120131,20120126,13064,1,SO46857,1,2181.5625
370,20120119,20120131,20120126,13067,1,SO46858,1,2443.35
370,20120119,20120131,20120126,13205,4,SO46859,1,2443.35
371,20120119,20120131,20120126,21180,9,SO46860,1,2181.5625
377,20120119,20120131,20120126,21214,9,SO46861,1,2181.5625
362,20120120,20120201,20120127,11550,10,SO46862,1,2049.0982
362,20120120,20120201,20120127,11575,10,SO46863,1,2049.0982
373,20120120,20120201,20120127,16045,10,SO46864,1,2181.5625
375,20120120,20120201,20120127,15456,8,SO46865,1,2181.5625
369,20120120,20120201,20120127,12981,4,SO46866,1,2443.35
377,20120120,20120201,20120127,13029,1,SO46867,1,2181.5625
369,20120120,20120201,20120127,13189,4,SO46868,1,2443.35
379,20120121,20120202,20120128,13577,7,SO46869,1,2181.5625
368,20120121,20120202,20120128,13605,7,SO46870,1,2443.35
370,20120121,20120202,20120128,13800,7,SO46871,1,2443.35
385,20120121,20120202,20120128,19186,10,SO46872,1,1000.4375
377,20120121,20120202,20120128,21167,9,SO46873,1,2181.5625
381,20120121,20120202,20120128,24606,9,SO46874,1,1000.4375
362,20120122,20120203,20120129,11470,8,SO46875,1,2049.0982
375,20120122,20120203,20120129,15084,8,SO46876,1,2181.5625
370,20120122,20120203,20120129,12926,4,SO46877,1,2443.35
369,20120122,20120203,20120129,25061,6,SO46878,1,2443.35
379,20120122,20120203,20120129,13224,1,SO46879,1,2181.5625
335,20120122,20120203,20120129,15167,1,SO46880,1,782.99
354,20120122,20120203,20120129,12572,9,SO46881,1,2071.4196
343,20120122,20120203,20120129,25960,9,SO46882,1,782.99
352,20120122,20120203,20120129,26241,4,SO46883,1,2071.4196
368,20120123,20120204,20120130,13565,7,SO46884,1,2443.35
373,20120123,20120204,20120130,15933,10,SO46885,1,2181.5625
377,20120123,20120204,20120130,28669,6,SO46886,1,2181.5625
362,20120123,20120204,20120130,12340,9,SO46887,1,2049.0982
325,20120123,20120204,20120130,26021,9,SO46888,1,782.99
383,20120124,20120205,20120131,19173,10,SO46889,1,1000.4375
368,20120124,20120205,20120131,12921,4,SO46890,1,2443.35
325,20120124,20120205,20120131,20592,10,SO46891,1,782.99
370,20120124,20120205,20120131,13086,1,SO46892,1,2443.35
369,20120124,20120205,20120131,28659,6,SO46893,1,2443.35
356,20120124,20120205,20120131,26120,4,SO46894,1,2071.4196
354,20120124,20120205,20120131,26183,4,SO46895,1,2071.4196
333,20120124,20120205,20120131,15189,1,SO46896,1,782.99
368,20120124,20120205,20120131,21179,9,SO46897,1,2443.35
369,20120124,20120205,20120131,21205,9,SO46898,1,2443.35
381,20120125,20120206,20120201,13999,4,SO46899,1,1000.4375
375,20120125,20120206,20120201,21194,9,SO46900,1,2181.5625
375,20120125,20120206,20120201,21203,9,SO46901,1,2181.5625
375,20120125,20120206,20120201,21000,9,SO46902,1,2181.5625
354,20120125,20120206,20120201,12353,9,SO46903,1,2071.4196
387,20120126,20120207,20120202,17080,7,SO46904,1,1000.4375
375,20120126,20120207,20120202,16053,10,SO46905,1,2181.5625
368,20120126,20120207,20120202,12950,1,SO46906,1,2443.35
368,20120126,20120207,20120202,13087,1,SO46907,1,2443.35
370,20120126,20120207,20120202,21189,9,SO46908,1,2443.35
379,20120126,20120207,20120202,20998,9,SO46909,1,2181.5625
331,20120127,20120208,20120203,20710,10,SO46910,1,782.99
377,20120127,20120208,20120203,24832,6,SO46911,1,2181.5625
377,20120127,20120208,20120203,13177,1,SO46912,1,2181.5625
375,20120127,20120208,20120203,13212,4,SO46913,1,2181.5625
356,20120127,20120208,20120203,26245,4,SO46914,1,2071.4196
362,20120127,20120208,20120203,26276,1,SO46915,1,2049.0982
329,20120127,20120208,20120203,15196,4,SO46916,1,782.99
371,20120127,20120208,20120203,21202,9,SO46917,1,2181.5625
343,20120127,20120208,20120203,26022,9,SO46918,1,782.99
362,20120127,20120208,20120203,11481,8,SO46919,1,2049.0982
362,20120128,20120209,20120204,11609,10,SO46920,1,2049.0982
371,20120128,20120209,20120204,15454,8,SO46921,1,2181.5625
368,20120128,20120209,20120204,13088,1,SO46922,1,2443.35
369,20120128,20120209,20120204,13176,4,SO46923,1,2443.35
375,20120128,20120209,20120204,13203,1,SO46924,1,2181.5625
373,20120128,20120209,20120204,21165,9,SO46925,1,2181.5625
377,20120128,20120209,20120204,21169,9,SO46926,1,2181.5625
362,20120128,20120209,20120204,12348,9,SO46927,1,2049.0982
356,20120128,20120209,20120204,12358,9,SO46928,1,2071.4196
370,20120129,20120210,20120205,13246,4,SO47068,1,2443.35
383,20120129,20120210,20120205,14017,4,SO47069,1,1000.4375
387,20120129,20120210,20120205,14025,1,SO47070,1,1000.4375
369,20120129,20120210,20120205,15667,8,SO47071,1,2443.35
341,20120129,20120210,20120205,20062,8,SO47072,1,782.99
369,20120129,20120210,20120205,25287,6,SO47073,1,2443.35
362,20120129,20120210,20120205,26293,1,SO47074,1,2049.0982
360,20120129,20120210,20120205,12685,9,SO47075,1,2049.0982
362,20120129,20120210,20120205,12588,9,SO47076,1,2049.0982
369,20120130,20120211,20120206,16329,10,SO47077,1,2443.35
375,20120130,20120211,20120206,13248,1,SO47078,1,2181.5625
375,20120130,20120211,20120206,13359,4,SO47079,1,2181.5625
360,20120130,20120211,20120206,26302,4,SO47080,1,2049.0982
341,20120130,20120211,20120206,15203,4,SO47081,1,782.99
323,20120130,20120211,20120206,15254,5,SO47082,1,782.99
329,20120130,20120211,20120206,15288,4,SO47083,1,782.99
370,20120130,20120211,20120206,21561,9,SO47084,1,2443.35
379,20120131,20120212,20120207,16311,10,SO47085,1,2181.5625
373,20120131,20120212,20120207,13378,4,SO47086,1,2181.5625
377,20120131,20120212,20120207,13383,1,SO47087,1,2181.5625
369,20120131,20120212,20120207,13274,1,SO47088,1,2443.35
341,20120131,20120212,20120207,15284,4,SO47089,1,782.99
377,20120131,20120212,20120207,21394,9,SO47090,1,2181.5625
354,20120201,20120213,20120208,28532,7,SO47091,1,2071.4196
369,20120201,20120213,20120208,28802,6,SO47092,1,2443.35
369,20120201,20120213,20120208,13380,4,SO47093,1,2443.35
377,20120201,20120213,20120208,15664,8,SO47094,1,2181.5625
370,20120201,20120213,20120208,25095,6,SO47095,1,2443.35
354,20120201,20120213,20120208,26283,4,SO47096,1,2071.4196
370,20120201,20120213,20120208,21257,9,SO47097,1,2443.35
360,20120201,20120213,20120208,12667,9,SO47098,1,2049.0982
325,20120201,20120213,20120208,26134,9,SO47099,1,782.99
360,20120202,20120214,20120209,11612,10,SO47100,1,2049.0982
371,20120202,20120214,20120209,16260,10,SO47101,1,2181.5625
370,20120202,20120214,20120209,13424,1,SO47102,1,2443.35
368,20120202,20120214,20120209,13369,1,SO47103,1,2443.35
379,20120202,20120214,20120209,13279,4,SO47104,1,2181.5625
371,20120202,20120214,20120209,13319,1,SO47105,1,2181.5625
369,20120202,20120214,20120209,25361,6,SO47106,1,2443.35
352,20120203,20120215,20120210,11616,10,SO47107,1,2071.4196
369,20120203,20120215,20120210,13839,7,SO47108,1,2443.35
375,20120203,20120215,20120210,28819,6,SO47109,1,2181.5625
370,20120203,20120215,20120210,28850,6,SO47110,1,2443.35
369,20120203,20120215,20120210,25100,6,SO47111,1,2443.35
356,20120203,20120215,20120210,20318,6,SO47112,1,2071.4196
343,20120203,20120215,20120210,15255,4,SO47113,1,782.99
373,20120203,20120215,20120210,21387,9,SO47114,1,2181.5625
370,20120203,20120215,20120210,21393,9,SO47115,1,2443.35
387,20120203,20120215,20120210,24611,9,SO47116,1,1000.4375
354,20120203,20120215,20120210,12586,9,SO47117,1,2071.4196
362,20120203,20120215,20120210,28541,7,SO47118,1,2049.0982
368,20120204,20120216,20120211,16275,10,SO47119,1,2443.35
381,20120204,20120216,20120211,14006,4,SO47120,1,1000.4375
375,20120204,20120216,20120211,28832,6,SO47121,1,2181.5625
371,20120204,20120216,20120211,13362,4,SO47122,1,2181.5625
371,20120204,20120216,20120211,25408,6,SO47123,1,2181.5625
371,20120204,20120216,20120211,13384,1,SO47124,1,2181.5625
375,20120204,20120216,20120211,13325,4,SO47125,1,2181.5625
371,20120204,20120216,20120211,13326,4,SO47126,1,2181.5625
371,20120204,20120216,20120211,21258,9,SO47127,1,2181.5625
368,20120204,20120216,20120211,21556,9,SO47128,1,2443.35
352,20120204,20120216,20120211,12677,9,SO47129,1,2071.4196
375,20120205,20120217,20120212,16406,10,SO47130,1,2181.5625
371,20120205,20120217,20120212,13243,1,SO47131,1,2181.5625
375,20120205,20120217,20120212,13283,1,SO47132,1,2181.5625
379,20120205,20120217,20120212,13357,4,SO47133,1,2181.5625
354,20120205,20120217,20120212,26296,1,SO47134,1,2071.4196
343,20120205,20120217,20120212,27027,6,SO47135,1,782.99
379,20120205,20120217,20120212,21389,9,SO47136,1,2181.5625
371,20120205,20120217,20120212,13348,4,SO47137,1,2181.5625
379,20120206,20120218,20120213,16308,10,SO47138,1,2181.5625
375,20120206,20120218,20120213,13238,4,SO47139,1,2181.5625
356,20120206,20120218,20120213,26290,4,SO47140,1,2071.4196
371,20120206,20120218,20120213,21225,9,SO47141,1,2181.5625
369,20120206,20120218,20120213,21230,9,SO47142,1,2443.35
362,20120206,20120218,20120213,12684,9,SO47143,1,2049.0982
343,20120206,20120218,20120213,26033,9,SO47144,1,782.99
339,20120206,20120218,20120213,26131,9,SO47145,1,782.99
389,20120207,20120219,20120214,18133,8,SO47146,1,1000.4375
375,20120207,20120219,20120214,13324,4,SO47147,1,2181.5625
377,20120207,20120219,20120214,21259,9,SO47148,1,2181.5625
360,20120207,20120219,20120214,12669,9,SO47149,1,2049.0982
370,20120208,20120220,20120215,15625,8,SO47150,1,2443.35
370,20120208,20120220,20120215,25363,6,SO47151,1,2443.35
360,20120208,20120220,20120215,28547,7,SO47152,1,2049.0982
321,20120208,20120220,20120215,26024,9,SO47153,1,782.99
335,20120208,20120220,20120215,26133,9,SO47154,1,782.99
370,20120209,20120221,20120216,13801,7,SO47155,1,2443.35
373,20120209,20120221,20120216,28837,6,SO47156,1,2181.5625
369,20120209,20120221,20120216,25864,6,SO47157,1,2443.35
360,20120209,20120221,20120216,26280,4,SO47158,1,2049.0982
362,20120209,20120221,20120216,26300,4,SO47159,1,2049.0982
369,20120209,20120221,20120216,21403,9,SO47160,1,2443.35
375,20120209,20120221,20120216,21408,9,SO47161,1,2181.5625
371,20120209,20120221,20120216,21418,9,SO47162,1,2181.5625
362,20120209,20120221,20120216,12671,9,SO47163,1,2049.0982
360,20120210,20120222,20120217,12123,10,SO47164,1,2049.0982
370,20120210,20120222,20120217,15649,8,SO47165,1,2443.35
368,20120210,20120222,20120217,15656,8,SO47166,1,2443.35
375,20120210,20120222,20120217,13419,1,SO47167,1,2181.5625
377,20120210,20120222,20120217,13286,1,SO47168,1,2181.5625
352,20120210,20120222,20120217,26281,4,SO47169,1,2071.4196
377,20120210,20120222,20120217,21228,9,SO47170,1,2181.5625
373,20120210,20120222,20120217,21552,9,SO47171,1,2181.5625
352,20120210,20120222,20120217,12668,9,SO47172,1,2071.4196
356,20120210,20120222,20120217,12675,9,SO47173,1,2071.4196
354,20120210,20120222,20120217,12584,9,SO47174,1,2071.4196
368,20120210,20120222,20120217,13812,7,SO47175,1,2443.35
358,20120211,20120223,20120218,11492,8,SO47176,1,2049.0982
381,20120211,20120223,20120218,14022,1,SO47177,1,1000.4375
383,20120211,20120223,20120218,14026,1,SO47178,1,1000.4375
377,20120211,20120223,20120218,28848,6,SO47179,1,2181.5625
370,20120211,20120223,20120218,13287,4,SO47180,1,2443.35
368,20120211,20120223,20120218,13329,4,SO47181,1,2443.35
354,20120211,20120223,20120218,26298,1,SO47182,1,2071.4196
335,20120211,20120223,20120218,15200,4,SO47183,1,782.99
379,20120211,20120223,20120218,21380,9,SO47184,1,2181.5625
356,20120211,20120223,20120218,12133,10,SO47185,1,2071.4196
371,20120212,20120224,20120219,13806,7,SO47186,1,2181.5625
385,20120212,20120224,20120219,18134,8,SO47187,1,1000.4375
389,20120212,20120224,20120219,19253,10,SO47188,1,1000.4375
373,20120212,20120224,20120219,28818,6,SO47189,1,2181.5625
369,20120212,20120224,20120219,25892,6,SO47190,1,2443.35
379,20120212,20120224,20120219,13382,4,SO47191,1,2181.5625
371,20120212,20120224,20120219,16328,10,SO47192,1,2181.5625
329,20120212,20120224,20120219,20162,8,SO47193,1,782.99
377,20120212,20120224,20120219,13269,1,SO47194,1,2181.5625
371,20120212,20120224,20120219,13355,1,SO47195,1,2181.5625
362,20120212,20120224,20120219,26286,4,SO47196,1,2049.0982
377,20120212,20120224,20120219,21218,9,SO47197,1,2181.5625
370,20120213,20120225,20120220,14169,7,SO47198,1,2443.35
323,20120213,20120225,20120220,20051,8,SO47199,1,782.99
373,20120213,20120225,20120220,13247,4,SO47200,1,2181.5625
356,20120213,20120225,20120220,26277,1,SO47201,1,2071.4196
356,20120213,20120225,20120220,26285,1,SO47202,1,2071.4196
370,20120214,20120226,20120221,25883,6,SO47203,1,2443.35
377,20120214,20120226,20120221,25371,6,SO47204,1,2181.5625
352,20120214,20120226,20120221,26301,4,SO47205,1,2071.4196
333,20120214,20120226,20120221,15256,4,SO47206,1,782.99
337,20120214,20120226,20120221,27043,6,SO47207,1,782.99
369,20120214,20120226,20120221,21359,9,SO47208,1,2443.35
370,20120214,20120226,20120221,21379,9,SO47209,1,2443.35
389,20120214,20120226,20120221,24609,9,SO47210,1,1000.4375
362,20120214,20120226,20120221,12578,9,SO47211,1,2049.0982
360,20120214,20120226,20120221,12580,9,SO47212,1,2049.0982
377,20120215,20120227,20120222,16287,10,SO47213,1,2181.5625
389,20120215,20120227,20120222,19195,10,SO47214,1,1000.4375
368,20120215,20120227,20120222,28836,6,SO47215,1,2443.35
360,20120215,20120227,20120222,26299,1,SO47216,1,2049.0982
375,20120215,20120227,20120222,21222,9,SO47217,1,2181.5625
369,20120215,20120227,20120222,21361,9,SO47218,1,2443.35
362,20120215,20120227,20120222,12577,9,SO47219,1,2049.0982
358,20120215,20120227,20120222,12579,9,SO47220,1,2049.0982
370,20120216,20120228,20120223,13823,7,SO47221,1,2443.35
381,20120216,20120228,20120223,26316,6,SO47222,1,1000.4375
370,20120216,20120228,20120223,25875,6,SO47223,1,2443.35
369,20120216,20120228,20120223,15659,8,SO47224,1,2443.35
375,20120216,20120228,20120223,13277,1,SO47225,1,2181.5625
368,20120216,20120228,20120223,13314,4,SO47226,1,2443.35
375,20120216,20120228,20120223,25288,6,SO47227,1,2181.5625
375,20120216,20120228,20120223,13237,4,SO47228,1,2181.5625
358,20120216,20120228,20120223,26295,1,SO47229,1,2049.0982
371,20120216,20120228,20120223,21256,9,SO47230,1,2181.5625
362,20120216,20120228,20120223,11564,8,SO47231,1,2049.0982
373,20120217,20120229,20120224,15627,8,SO47232,1,2181.5625
379,20120217,20120229,20120224,16250,10,SO47233,1,2181.5625
389,20120217,20120229,20120224,19260,10,SO47234,1,1000.4375
375,20120217,20120229,20120224,16317,10,SO47235,1,2181.5625
385,20120217,20120229,20120224,14023,4,SO47236,1,1000.4375
368,20120217,20120229,20120224,28834,6,SO47237,1,2443.35
370,20120217,20120229,20120224,16405,10,SO47238,1,2443.35
371,20120217,20120229,20120224,21384,9,SO47239,1,2181.5625
381,20120217,20120229,20120224,24612,9,SO47240,1,1000.4375
368,20120217,20120229,20120224,21559,9,SO47241,1,2443.35
362,20120217,20120229,20120224,28540,7,SO47242,1,2049.0982
339,20120217,20120229,20120224,20712,10,SO47243,1,782.99
385,20120218,20120301,20120225,19193,10,SO47244,1,1000.4375
375,20120218,20120301,20120225,16420,10,SO47245,1,2181.5625
343,20120218,20120301,20120225,20713,10,SO47246,1,782.99
371,20120218,20120301,20120225,13292,1,SO47247,1,2181.5625
375,20120218,20120301,20120225,13340,4,SO47248,1,2181.5625
377,20120218,20120301,20120225,13346,1,SO47249,1,2181.5625
379,20120218,20120301,20120225,21217,9,SO47250,1,2181.5625
377,20120218,20120301,20120225,21226,9,SO47251,1,2181.5625
352,20120218,20120301,20120225,12676,9,SO47252,1,2071.4196
356,20120218,20120301,20120225,12683,9,SO47253,1,2071.4196
333,20120219,20120302,20120226,15276,4,SO47254,1,782.99
358,20120219,20120302,20120226,11561,8,SO47255,1,2049.0982
373,20120219,20120302,20120226,16417,10,SO47256,1,2181.5625
368,20120219,20120302,20120226,14141,7,SO47257,1,2443.35
377,20120219,20120302,20120226,13298,4,SO47258,1,2181.5625
375,20120219,20120302,20120226,13351,1,SO47259,1,2181.5625
375,20120219,20120302,20120226,13233,1,SO47260,1,2181.5625
362,20120219,20120302,20120226,26305,1,SO47261,1,2049.0982
379,20120219,20120302,20120226,21560,9,SO47262,1,2181.5625
358,20120219,20120302,20120226,12589,9,SO47263,1,2049.0982
368,20120220,20120303,20120227,16410,10,SO47264,1,2443.35
375,20120220,20120303,20120227,13250,4,SO47265,1,2181.5625
377,20120220,20120303,20120227,21555,9,SO47266,1,2181.5625
352,20120220,20120303,20120227,12674,9,SO47267,1,2071.4196
375,20120220,20120303,20120227,21402,9,SO47268,1,2181.5625
362,20120221,20120304,20120228,28512,7,SO47269,1,2049.0982
360,20120221,20120304,20120228,28519,7,SO47270,1,2049.0982
381,20120221,20120304,20120228,18140,8,SO47271,1,1000.4375
371,20120221,20120304,20120228,29013,6,SO47272,1,2181.5625
368,20120221,20120304,20120228,13420,4,SO47273,1,2443.35
370,20120221,20120304,20120228,16407,10,SO47274,1,2443.35
339,20120221,20120304,20120228,19076,7,SO47275,1,782.99
343,20120221,20120304,20120228,15289,4,SO47276,1,782.99
371,20120221,20120304,20120228,21219,9,SO47277,1,2181.5625
